,rating,submission_time,review_text,product_name,brand_name,rule_ratings_sentiment,tokens,rule_words_sentiment,rule_patterns_sentiment,processed_reviews,encoded_sentiment,rf_sentiment,rf_rating
247421,4,2023-03-11,"Honrstly, I really liked this product, I got to try it for free. A little goes a long way with this product, it doesnt sud up or anything so that is something to get use to. It does have a scent to it, its not strong more of a sweet oaty smell. When you use it it does feel oily on your skin, and you feel like your have to rinse your face really good to get that feeling to go away. When your done and dry your face, your face feels really soft. Its not a bad product.",Mini Oat Cleansing Balm,The INKEY List,Positive,"['honrstly', 'really', 'like', 'product', 'get', 'try', 'free', 'little', 'go', 'long', 'way', 'product', 'doesnt', 'sud', 'anything', 'something', 'get', 'use', 'scent', 'strong', 'sweet', 'oaty', 'smell', 'use', 'feel', 'oily', 'skin', 'feel', 'like', 'rinse', 'face', 'really', 'good', 'get', 'feel', 'go', 'away', 'do', 'dry', 'face', 'face', 'feel', 'really', 'soft', 'bad', 'product']",Neutral,Positive,honrstly really like product get try free little go long way product doesnt sud anything something get use scent strong sweet oaty smell use feel oily skin feel like rinse face really good get feel go away do dry face face feel really soft bad product,2,,
247422,4,2023-03-11,I received this as a free gift to try out. I really like how it makes my face feel after I use it. But when I’m trying to rinse it off it feels almost like trying to get baby oil off your skin. It’s hard to tell if it’s rinsed off. It also made my skin feel great and caused no break outs.,Mini Oat Cleansing Balm,The INKEY List,Positive,"['receive', 'free', 'gift', 'try', 'really', 'like', 'make', 'face', 'feel', 'use', '’', 'try', 'rinse', 'feel', 'almost', 'like', 'try', 'get', 'baby', 'oil', 'skin', '’', 'hard', 'tell', '’', 'rinse', 'also', 'make', 'skin', 'feel', 'great', 'cause', 'break', 'out']",Neutral,Positive,receive free gift try really like make face feel use ’ try rinse feel almost like try get baby oil skin ’ hard tell ’ rinse also make skin feel great cause break out,2,,
247423,4,2023-03-11,When I first squeezed it out it reminded me of Vaseline in texture. I wanted to hate it because it feels so greasy but it takes my makeup of flawlessly. I haven’t broke out yet from it. The texture grosses me out but it’s great to take your makeup off. It is unscented. You really have to rinse it.,Mini Oat Cleansing Balm,The INKEY List,Positive,"['first', 'squeeze', 'remind', 'vaseline', 'texture', 'want', 'hate', 'feel', 'greasy', 'take', 'makeup', 'flawlessly', '’', 'broke', 'yet', 'texture', 'gross', '’', 'great', 'take', 'makeup', 'unscented', 'really', 'rinse']",Neutral,Positive,first squeeze remind vaseline texture want hate feel greasy take makeup flawlessly ’ broke yet texture gross ’ great take makeup unscented really rinse,2,,
247424,3,2023-03-11,Worked well for me but not My daughter.  It dried out her skin.,Mini Oat Cleansing Balm,The INKEY List,Neutral,"['work', 'well', 'daughter', 'dry', 'skin']",Neutral,Negative,work well daughter dry skin,0,,
247425,5,2023-03-10,"As I age, my skin is becoming much more finicky. I switched to oil-based cleansers and cleansing balms 2-3 years ago and have not turned back since. This product from The Inkey List is hydrating and non-stripping, a great option for skin post-treatment. It does its job as a daily cleanser, rinses off well without feeling tacky, melts off makeup (waterproof mascaras and eyeliners will benefit from a second wash). The price point is lovely; I do consider replacing the current Japanese oil-base cleanser that does basically the same thing but costs twice as much.",Mini Oat Cleansing Balm,The INKEY List,Positive,"['age', 'skin', 'become', 'much', 'finicky', 'switch', 'oil-based', 'cleanser', 'cleanse', 'balm', '2-3', 'year', 'ago', 'turn', 'back', 'since', 'product', 'inkey', 'list', 'hydrate', 'non-stripping', 'great', 'option', 'skin', 'post-treatment', 'job', 'daily', 'cleanser', 'rinse', 'well', 'without', 'feel', 'tacky', 'melt', 'makeup', 'waterproof', 'mascara', 'eyeliner', 'benefit', 'second', 'wash', 'price', 'point', 'lovely', 'consider', 'replace', 'current', 'japanese', 'oil-base', 'cleanser', 'basically', 'thing', 'cost', 'twice', 'much']",Neutral,Positive,age skin become much finicky switch oil-based cleanser cleanse balm 2-3 year ago turn back since product inkey list hydrate non-stripping great option skin post-treatment job daily cleanser rinse well without feel tacky melt makeup waterproof mascara eyeliner benefit second wash price point lovely consider replace current japanese oil-base cleanser basically thing cost twice much,2,,
247426,2,2023-03-10,I received this for free to try. Upon opening it it has a unpleasant smell. I didn’t feel my face felt fresh after use either. I won’t be buying this product or recommend it either,Mini Oat Cleansing Balm,The INKEY List,Negative,"['receive', 'free', 'try', 'upon', 'opening', 'unpleasant', 'smell', '’', 'feel', 'face', 'felt', 'fresh', 'use', 'either', '’', 'buying', 'product', 'recommend', 'either']",Neutral,Positive,receive free try upon opening unpleasant smell ’ feel face felt fresh use either ’ buying product recommend either,2,,
247427,3,2023-03-10,I’m not a fan of the texture of the cleanser nor the smell. I don’t really feel like it’s cleaning my pours even with my exfoliating sponge but my face feels good. I didn’t want up with too much oil as I usually do.,Mini Oat Cleansing Balm,The INKEY List,Neutral,"['’', 'fan', 'texture', 'cleanser', 'smell', '’', 'really', 'feel', 'like', '’', 'cleaning', 'pours', 'even', 'exfoliate', 'sponge', 'face', 'feel', 'good', '’', 'want', 'much', 'oil', 'usually']",Positive,Positive,’ fan texture cleanser smell ’ really feel like ’ cleaning pours even exfoliate sponge face feel good ’ want much oil usually,2,,
247428,3,2023-03-10,I received this product for free to try and I’m impressed and not impressed at the same time. I like that after I was and dry my face the oily feeling goes away but I don’t care for the balm texture. Didn’t actually feel like I’m washing my face. That’s a personal observation but I think this product just isn’t for me.,Mini Oat Cleansing Balm,The INKEY List,Neutral,"['receive', 'product', 'free', 'try', '’', 'impressed', 'impressed', 'time', 'like', 'dry', 'face', 'oily', 'feel', 'go', 'away', '’', 'care', 'balm', 'texture', '’', 'actually', 'feel', 'like', '’', 'wash', 'face', '’', 'personal', 'observation', 'think', 'product', '’']",Neutral,Positive,receive product free try ’ impressed impressed time like dry face oily feel go away ’ care balm texture ’ actually feel like ’ wash face ’ personal observation think product ’,2,,
247429,3,2023-03-10,"This is a great balm cleanser. The only reason it’s getting a 3 star is because of the smell, I do t think this product has any fragrance add but it does have a weird smell to it. But it does melt off my makeup really well and comes off easy! Plus the price it fantastic for the amount that you get! *I received this product from influencer in exchange for my honest review",Mini Oat Cleansing Balm,The INKEY List,Neutral,"['great', 'balm', 'cleanser', 'reason', '’', 'get', '3', 'star', 'smell', 'think', 'product', 'fragrance', 'add', 'weird', 'smell', 'melt', 'makeup', 'really', 'well', 'come', 'easy', 'plus', 'price', 'fantastic', 'amount', 'get', 'receive', 'product', 'influencer', 'exchange', 'honest', 'review']",Neutral,Positive,great balm cleanser reason ’ get 3 star smell think product fragrance add weird smell melt makeup really well come easy plus price fantastic amount get receive product influencer exchange honest review,2,,
247430,5,2023-03-10,I recieved this product on influenster as of now i am loving the way it works i will deffinitly be puchasing again,Mini Oat Cleansing Balm,The INKEY List,Positive,"['recieved', 'product', 'influenster', 'love', 'way', 'work', 'deffinitly', 'puchasing']",Positive,Positive,recieved product influenster love way work deffinitly puchasing,2,,
247431,3,2023-03-10,Even though I was gifted this product I have purchased and used it in the past as well. It has a very thick consistency and leaves a film behind on the skin even after double cleansing. It is good at removing makeup but because it’s so thick I feel like I have to use more product.,Mini Oat Cleansing Balm,The INKEY List,Neutral,"['even', 'though', 'gift', 'product', 'purchase', 'use', 'past', 'well', 'thick', 'consistency', 'leaf', 'film', 'behind', 'skin', 'even', 'double', 'cleanse', 'good', 'remove', 'makeup', '’', 'thick', 'feel', 'like', 'use', 'product']",Positive,Positive,even though gift product purchase use past well thick consistency leaf film behind skin even double cleanse good remove makeup ’ thick feel like use product,2,,
247432,1,2023-03-10,"I usually love the Inkey List, but this cleansing balm was not it. Super runny and the packaging was a mess! Give this to ur ex!",Mini Oat Cleansing Balm,The INKEY List,Negative,"['usually', 'love', 'inkey', 'list', 'cleanse', 'balm', 'super', 'runny', 'packaging', 'mess', 'give', 'ur', 'ex']",Positive,Positive,usually love inkey list cleanse balm super runny packaging mess give ur ex,2,,
247433,3,2023-03-10,"Left a bit of residue and I didn’t love the texture. It has decent exfoliation, but it wouldn’t be the only cleanser you could use to remove makeup and clean your skin. I had to use a makeup remover first and then this one. Which is fine. But it’s not my favorite.",Mini Oat Cleansing Balm,The INKEY List,Neutral,"['left', 'bit', 'residue', '’', 'love', 'texture', 'decent', 'exfoliation', '’', 'cleanser', 'could', 'use', 'remove', 'makeup', 'clean', 'skin', 'use', 'makeup', 'remover', 'first', 'one', 'fine', '’', 'favorite']",Positive,Positive,left bit residue ’ love texture decent exfoliation ’ cleanser could use remove makeup clean skin use makeup remover first one fine ’ favorite,2,,
247434,4,2023-03-10,"I’ve tried loads of facial cleansers and this is up there in one of my favorites. My skin always feels super hydrated after using it and its a thick cream to put on your face that lathers well. The only thing I wasn’t crazy about was that it took a while to rinse off my face because of the thickness, but, that hasn’t made me stop using it yet! Definitely recommend for a super thick and hydrating cleanser!",Mini Oat Cleansing Balm,The INKEY List,Positive,"['’', 'try', 'load', 'facial', 'cleanser', 'one', 'favorite', 'skin', 'always', 'feel', 'super', 'hydrate', 'use', 'thick', 'cream', 'put', 'face', 'lather', 'well', 'thing', '’', 'crazy', 'take', 'rinse', 'face', 'thickness', '’', 'make', 'stop', 'use', 'yet', 'definitely', 'recommend', 'super', 'thick', 'hydrate', 'cleanser']",Neutral,Negative,’ try load facial cleanser one favorite skin always feel super hydrate use thick cream put face lather well thing ’ crazy take rinse face thickness ’ make stop use yet definitely recommend super thick hydrate cleanser,0,,
247435,3,2023-03-09,"I love this for removing eye makeup because it is very thick, like the consistency of vaseline. However I have acne prone skin and despite washing this off and cleansing with my normal cleanser after, it left an oily residue and broke me out. If you have dry skin, this would probably be great for you! Unfortunately my skin is so sensitive and acne prone most products with this consistency break me out.",Mini Oat Cleansing Balm,The INKEY List,Neutral,"['love', 'remove', 'eye', 'makeup', 'thick', 'like', 'consistency', 'vaseline', 'however', 'acne', 'prone', 'skin', 'despite', 'wash', 'cleanse', 'normal', 'cleanser', 'left', 'oily', 'residue', 'broke', 'dry', 'skin', 'would', 'probably', 'great', 'unfortunately', 'skin', 'sensitive', 'acne', 'prone', 'product', 'consistency', 'break']",Positive,Positive,love remove eye makeup thick like consistency vaseline however acne prone skin despite wash cleanse normal cleanser left oily residue broke dry skin would probably great unfortunately skin sensitive acne prone product consistency break,2,,
247436,4,2023-03-09,"I’m a little confused by this cleanser, because the packaging writes as if it’s meant to be a regular cleanser. However, balms to me are generally a first cleanser. As a first cleanse/product remover, I think it works really well. The texture is a little odd to me, almost slightly gritty? But it does the job and the price is really great for how much product comes in the package.",Mini Oat Cleansing Balm,The INKEY List,Positive,"['’', 'little', 'confuse', 'cleanser', 'packaging', 'writes', '’', 'meant', 'regular', 'cleanser', 'however', 'balm', 'generally', 'first', 'cleanser', 'first', 'cleanse/product', 'remover', 'think', 'work', 'really', 'well', 'texture', 'little', 'odd', 'almost', 'slightly', 'gritty', 'job', 'price', 'really', 'great', 'much', 'product', 'come', 'package']",Neutral,Positive,’ little confuse cleanser packaging writes ’ meant regular cleanser however balm generally first cleanser first cleanse/product remover think work really well texture little odd almost slightly gritty job price really great much product come package,2,,
247437,4,2023-03-09,Very good product for breaking down light or heavy makeup. Way better than using a makeup wipe. This is also made so you can use it as a moisturizing mask. It is super thick and moisturizing and not like a regular cleanser.,Mini Oat Cleansing Balm,The INKEY List,Positive,"['good', 'product', 'break', 'light', 'heavy', 'makeup', 'way', 'well', 'use', 'makeup', 'wipe', 'also', 'make', 'use', 'moisturize', 'mask', 'super', 'thick', 'moisturize', 'like', 'regular', 'cleanser']",Positive,Positive,good product break light heavy makeup way well use makeup wipe also make use moisturize mask super thick moisturize like regular cleanser,2,,
247438,4,2023-03-09,"I liked the Inkey Oat Cleansing Balm as part of my skin care routine because it is so hydrating and creamy. However, it would not be the only cleanser I use because although my face feels moisturized, it doesn’t quite feel *clean.* So to get the most out of my oat cleansing balm I would wash my face with my regular cleanser AND then the balm, and then continue my regular skincare routine. All in all, I would recommend this if you need intense moisturizing. I’m curious to try more Inkey List products too!",Mini Oat Cleansing Balm,The INKEY List,Positive,"['like', 'inkey', 'oat', 'cleanse', 'balm', 'part', 'skin', 'care', 'routine', 'hydrate', 'creamy', 'however', 'would', 'cleanser', 'use', 'although', 'face', 'feel', 'moisturize', '’', 'quite', 'feel', 'clean', 'get', 'oat', 'cleanse', 'balm', 'would', 'wash', 'face', 'regular', 'cleanser', 'balm', 'continue', 'regular', 'skincare', 'routine', 'would', 'recommend', 'need', 'intense', 'moisturize', '’', 'curious', 'try', 'inkey', 'list', 'product']",Neutral,Positive,like inkey oat cleanse balm part skin care routine hydrate creamy however would cleanser use although face feel moisturize ’ quite feel clean get oat cleanse balm would wash face regular cleanser balm continue regular skincare routine would recommend need intense moisturize ’ curious try inkey list product,2,,
247439,2,2023-03-09,"I received this complimentary from Influenster. I was not impressed at all. This product is too thick to squeeze out unless I let it sit under hot water forever. I just take the cap off. It takes my makeup off okay, but it is most definitely not a regular cleanser. I have to use this and then a regular cleanser after to get everything it left behind and it feels like I’ve put lip balm on my whole face. I’ve tried way more affordable makeup melting balms that make my skin feel much nicer even without a second cleanse.",Mini Oat Cleansing Balm,The INKEY List,Negative,"['receive', 'complimentary', 'influenster', 'impressed', 'product', 'thick', 'squeeze', 'unless', 'let', 'sit', 'hot', 'water', 'forever', 'take', 'cap', 'take', 'makeup', 'okay', 'definitely', 'regular', 'cleanser', 'use', 'regular', 'cleanser', 'get', 'everything', 'left', 'behind', 'feel', 'like', '’', 'put', 'lip', 'balm', 'whole', 'face', '’', 'try', 'way', 'affordable', 'makeup', 'melt', 'balm', 'make', 'skin', 'feel', 'much', 'nicer', 'even', 'without', 'second', 'cleanse']",Neutral,Positive,receive complimentary influenster impressed product thick squeeze unless let sit hot water forever take cap take makeup okay definitely regular cleanser use regular cleanser get everything left behind feel like ’ put lip balm whole face ’ try way affordable makeup melt balm make skin feel much nicer even without second cleanse,2,,
247440,1,2023-03-09,Not a fan. It leaves a residue on my skin. It does not lather at all and leaves my skin super oily. I had to use my normal cleanser to get the residue off that it left on my skin. I feel like this made me skin feel dirty and oily.,Mini Oat Cleansing Balm,The INKEY List,Negative,"['fan', 'leaf', 'residue', 'skin', 'lather', 'leaf', 'skin', 'super', 'oily', 'use', 'normal', 'cleanser', 'get', 'residue', 'left', 'skin', 'feel', 'like', 'make', 'skin', 'feel', 'dirty', 'oily']",Neutral,Negative,fan leaf residue skin lather leaf skin super oily use normal cleanser get residue left skin feel like make skin feel dirty oily,0,,
247441,5,2023-03-09,Great product for removing makeup and sunscreen at the end of the day and cleansing the skin.,Mini Oat Cleansing Balm,The INKEY List,Positive,"['great', 'product', 'remove', 'makeup', 'sunscreen', 'end', 'day', 'cleanse', 'skin']",Neutral,Positive,great product remove makeup sunscreen end day cleanse skin,2,,
247442,5,2023-03-09,So I’ve seen this thing everywhere on social media! So I was excited to try. It’s such a fantastic balm! Super calming on the skin and takes makeup off really well. Best part is that it does not strip the skin. I have sensitive skin especially to cleaners/balms but this one I highly recommend! I received this free from Influenster.,Mini Oat Cleansing Balm,The INKEY List,Positive,"['’', 'see', 'thing', 'everywhere', 'social', 'medium', 'excite', 'try', '’', 'fantastic', 'balm', 'super', 'calm', 'skin', 'take', 'makeup', 'really', 'well', 'best', 'part', 'strip', 'skin', 'sensitive', 'skin', 'especially', 'cleaners/balms', 'one', 'highly', 'recommend', 'receive', 'free', 'influenster']",Neutral,Positive,’ see thing everywhere social medium excite try ’ fantastic balm super calm skin take makeup really well best part strip skin sensitive skin especially cleaners/balms one highly recommend receive free influenster,2,,
247443,5,2023-03-09,"Overall, I liked this product. It was quite thick and a little hard to get out of the tube but I did like that it cleaned my face well. I like that it washed off good and it did help remove my face makeup but I didn’t use it for my eye makeup. I also liked that it is more affordable than some of the cleansers I have purchased in the past. I would recommend it.",Mini Oat Cleansing Balm,The INKEY List,Positive,"['overall', 'like', 'product', 'quite', 'thick', 'little', 'hard', 'get', 'tube', 'like', 'clean', 'face', 'well', 'like', 'wash', 'good', 'help', 'remove', 'face', 'makeup', '’', 'use', 'eye', 'makeup', 'also', 'like', 'affordable', 'cleanser', 'purchase', 'past', 'would', 'recommend']",Positive,Positive,overall like product quite thick little hard get tube like clean face well like wash good help remove face makeup ’ use eye makeup also like affordable cleanser purchase past would recommend,2,,
247444,4,2023-03-09,it makes my face super soft :) be careful getting it into your eyes though because itll coat them and your eyesight will be blurry 😬 its also VERY thick,Mini Oat Cleansing Balm,The INKEY List,Positive,"['make', 'face', 'super', 'soft', 'careful', 'get', 'eye', 'though', 'itll', 'coat', 'eyesight', 'blurry', '😬', 'also', 'thick']",Neutral,Positive,make face super soft careful get eye though itll coat eyesight blurry 😬 also thick,2,,
247445,1,2023-03-09,I wanted a new cleansing balm and figured I’d try to save as much money as possible. This stuff works well but irritates my eyes so much. Definitely not good for eye makeup but I’ll still use it for my face.,Mini Oat Cleansing Balm,The INKEY List,Negative,"['want', 'new', 'cleanse', 'balm', 'figure', '’', 'try', 'save', 'much', 'money', 'possible', 'stuff', 'work', 'well', 'irritates', 'eye', 'much', 'definitely', 'good', 'eye', 'makeup', '’', 'still', 'use', 'face']",Positive,Negative,want new cleanse balm figure ’ try save much money possible stuff work well irritates eye much definitely good eye makeup ’ still use face,0,,
247446,1,2023-03-09,AWFUL!  I gagged multiple times while trying to wash my face with this.  Extremely thick cream that did not lather.  The smell was extreme.  I now know what it would be like to shove my face into a bowl of oatmeal.,Mini Oat Cleansing Balm,The INKEY List,Negative,"['awful', 'gag', 'multiple', 'time', 'try', 'wash', 'face', 'extremely', 'thick', 'cream', 'lather', 'smell', 'extreme', 'know', 'would', 'like', 'shove', 'face', 'bowl', 'oatmeal']",Negative,Negative,awful gag multiple time try wash face extremely thick cream lather smell extreme know would like shove face bowl oatmeal,0,,
247447,4,2023-03-09,I received this product in my VoxBox for review. The texture of this product is very thick and it is hard to squeeze the bottle. My skin type is a little bit oily so I only use this product as a sunscreen remover and use other cleanser to do clean the residue. Overall it is a good light makeup/sunscreen cleanser to me.,Mini Oat Cleansing Balm,The INKEY List,Positive,"['receive', 'product', 'voxbox', 'review', 'texture', 'product', 'thick', 'hard', 'squeeze', 'bottle', 'skin', 'type', 'little', 'bit', 'oily', 'use', 'product', 'sunscreen', 'remover', 'use', 'cleanser', 'clean', 'residue', 'overall', 'good', 'light', 'makeup/sunscreen', 'cleanser']",Positive,Positive,receive product voxbox review texture product thick hard squeeze bottle skin type little bit oily use product sunscreen remover use cleanser clean residue overall good light makeup/sunscreen cleanser,2,,
247448,5,2023-03-09,removes makeup rlly well love it its so goooddd didnt clogg my pores i cany wait to use it more,Mini Oat Cleansing Balm,The INKEY List,Positive,"['remove', 'makeup', 'rlly', 'well', 'love', 'goooddd', 'didnt', 'clogg', 'pore', 'cany', 'wait', 'use']",Positive,Positive,remove makeup rlly well love goooddd didnt clogg pore cany wait use,2,,
247449,5,2023-03-08,This product is a perfect product to wash your dash after wearing makeup. It helps take it off without leaving an oily film on the skin. It also helps make your face feel super clean and refreshed. I recommend to everyone.,Mini Oat Cleansing Balm,The INKEY List,Positive,"['product', 'perfect', 'product', 'wash', 'dash', 'wear', 'makeup', 'help', 'take', 'without', 'leave', 'oily', 'film', 'skin', 'also', 'help', 'make', 'face', 'feel', 'super', 'clean', 'refresh', 'recommend', 'everyone']",Neutral,Positive,product perfect product wash dash wear makeup help take without leave oily film skin also help make face feel super clean refresh recommend everyone,2,,
247450,1,2023-03-08,"I did NOT like this product. It left a waxy type of residue on my face after using it, and the texture was not something I’m a fan of. I had to wash my face afterwards with my normal cleanser just to make my face feel normal again. Will not purchase.",Mini Oat Cleansing Balm,The INKEY List,Negative,"['like', 'product', 'left', 'waxy', 'type', 'residue', 'face', 'use', 'texture', 'something', '’', 'fan', 'wash', 'face', 'afterwards', 'normal', 'cleanser', 'make', 'face', 'feel', 'normal', 'purchase']",Neutral,Positive,like product left waxy type residue face use texture something ’ fan wash face afterwards normal cleanser make face feel normal purchase,2,,
247451,5,2023-03-08,This cleanser leaves my skin feeling so smoooooth and refreshed! I highly recommend! My skin feels so soft!,Mini Oat Cleansing Balm,The INKEY List,Positive,"['cleanser', 'leaf', 'skin', 'feel', 'smoooooth', 'refresh', 'highly', 'recommend', 'skin', 'feel', 'soft']",Neutral,Positive,cleanser leaf skin feel smoooooth refresh highly recommend skin feel soft,2,,
247452,2,2023-03-08,"Got this free to review from influenster and The Inkey List, I was excited to try this out. Sadly disappointed, first it had an interesting smell that I can only describe as petroleum jelly, tried it for a few days. I would remove my make up first and then applied and left for the recommended 10 min. My skin would feel clean but stripped and dry. And once I would apply my moisturizer it would burn, so I can’t imagine doing the “treat” step which describes as “exfoliate” when my skin already burns without doing that. It’s a no for me.",Mini Oat Cleansing Balm,The INKEY List,Negative,"['get', 'free', 'review', 'influenster', 'inkey', 'list', 'excite', 'try', 'sadly', 'disappointed', 'first', 'interest', 'smell', 'describe', 'petroleum', 'jelly', 'try', 'day', 'would', 'remove', 'make', 'first', 'apply', 'left', 'recommend', '10', 'min', 'skin', 'would', 'feel', 'clean', 'strip', 'dry', 'would', 'apply', 'moisturizer', 'would', 'burn', '’', 'imagine', '“', 'treat', '”', 'step', 'describes', '“', 'exfoliate', '”', 'skin', 'already', 'burn', 'without', '’']",Neutral,Positive,get free review influenster inkey list excite try sadly disappointed first interest smell describe petroleum jelly try day would remove make first apply left recommend 10 min skin would feel clean strip dry would apply moisturizer would burn ’ imagine “ treat ” step describes “ exfoliate ” skin already burn without ’,2,,
247453,5,2023-03-08,"As someone who is constantly trying new skincare products, I was eager to try out this product and see how it worked for my skin. One of the things I love about this cleansing balm is how gentle it is on my skin. Even though it effectively removes all my makeup and impurities, it does not leave my skin feeling stripped or dry. In fact, my skin feels hydrated and plump after using this product.The packaging of this product is simple yet elegant, with a white jar that has a black screw-on lid. The product itself is a thick balm that melts into an oil when it comes into contact with the skin. It has a very faint scent, which is a plus for those who are sensitive to fragrances.One of the things I love about this cleansing balm is how gentle it is on my skin. Even though it effectively removes all my makeup and impurities, it does not leave my skin feeling stripped or dry. In fact, my skin feels hydrated and plump after using this product.Another great thing about this cleansing balm is its key ingredient: oat kernel oil. Oat kernel oil is known for its soothing and moisturizing properties, which makes it perfect for those with sensitive or dry skin. I also appreciate that this product is vegan and cruelty-free, as it aligns with my values and beliefs.Overall, I highly recommend The INKEY List Oat Cleansing Balm to anyone looking for a gentle and effective cleansing balm that leaves the skin feeling nourished and hydrated. It is a great addition to any skincare routine, and I will definitely be repurchasing it in the future.",Mini Oat Cleansing Balm,The INKEY List,Positive,"['someone', 'constantly', 'try', 'new', 'skincare', 'product', 'eager', 'try', 'product', 'see', 'work', 'skin', 'one', 'thing', 'love', 'cleanse', 'balm', 'gentle', 'skin', 'even', 'though', 'effectively', 'remove', 'makeup', 'impurity', 'leave', 'skin', 'feel', 'strip', 'dry', 'fact', 'skin', 'feel', 'hydrate', 'plump', 'use', 'product.the', 'packaging', 'product', 'simple', 'yet', 'elegant', 'white', 'jar', 'black', 'screw-on', 'lid', 'product', 'thick', 'balm', 'melt', 'oil', 'come', 'contact', 'skin', 'faint', 'scent', 'plus', 'sensitive', 'fragrances.one', 'thing', 'love', 'cleanse', 'balm', 'gentle', 'skin', 'even', 'though', 'effectively', 'remove', 'makeup', 'impurity', 'leave', 'skin', 'feel', 'strip', 'dry', 'fact', 'skin', 'feel', 'hydrate', 'plump', 'use', 'product.another', 'great', 'thing', 'cleanse', 'balm', 'key', 'ingredient', 'oat', 'kernel', 'oil', 'oat', 'kernel', 'oil', 'know', 'soothe', 'moisturize', 'property', 'make', 'perfect', 'sensitive', 'dry', 'skin', 'also', 'appreciate', 'product', 'vegan', 'cruelty-free', 'aligns', 'value', 'beliefs.overall', 'highly', 'recommend', 'inkey', 'list', 'oat', 'cleanse', 'balm', 'anyone', 'look', 'gentle', 'effective', 'cleanse', 'balm', 'leaf', 'skin', 'feel', 'nourish', 'hydrate', 'great', 'addition', 'skincare', 'routine', 'definitely', 'repurchase', 'future']",Positive,Positive,someone constantly try new skincare product eager try product see work skin one thing love cleanse balm gentle skin even though effectively remove makeup impurity leave skin feel strip dry fact skin feel hydrate plump use product.the packaging product simple yet elegant white jar black screw-on lid product thick balm melt oil come contact skin faint scent plus sensitive fragrances.one thing love cleanse balm gentle skin even though effectively remove makeup impurity leave skin feel strip dry fact skin feel hydrate plump use product.another great thing cleanse balm key ingredient oat kernel oil oat kernel oil know soothe moisturize property make perfect sensitive dry skin also appreciate product vegan cruelty-free aligns value beliefs.overall highly recommend inkey list oat cleanse balm anyone look gentle effective cleanse balm leaf skin feel nourish hydrate great addition skincare routine definitely repurchase future,2,,
247454,1,2023-03-08,This felt like rubbing beeswax on my face. It would not spread and did not clean anything off my face. I had to double cleanse with my normal face wash to get the product off and make my skin not feel waxy anymore. I received this product complimentary to test and review. Please save your money and buy something else.,Mini Oat Cleansing Balm,The INKEY List,Negative,"['felt', 'like', 'rub', 'beeswax', 'face', 'would', 'spread', 'clean', 'anything', 'face', 'double', 'cleanse', 'normal', 'face', 'wash', 'get', 'product', 'make', 'skin', 'feel', 'waxy', 'anymore', 'receive', 'product', 'complimentary', 'test', 'review', 'please', 'save', 'money', 'buy', 'something', 'else']",Neutral,Positive,felt like rub beeswax face would spread clean anything face double cleanse normal face wash get product make skin feel waxy anymore receive product complimentary test review please save money buy something else,2,,
247455,4,2023-03-08,"This is a decent cleanser, it didn’t remove all of my makeup but my skin did feel super moisturized.",Mini Oat Cleansing Balm,The INKEY List,Positive,"['decent', 'cleanser', '’', 'remove', 'makeup', 'skin', 'feel', 'super', 'moisturize']",Neutral,Positive,decent cleanser ’ remove makeup skin feel super moisturize,2,,
247456,5,2023-03-08,"I loved the quality of this product, the first time I used it I found it strange because my skin was extremely oily, but after I washed my face (10 minutes later as recommended by the manufacturer) I felt it much cleaner, I removed the rest of my makeup face and even the dead skin, I could feel the cleaning, it was impressive, and now it’s part of my skincare routine",Mini Oat Cleansing Balm,The INKEY List,Positive,"['love', 'quality', 'product', 'first', 'time', 'use', 'found', 'strange', 'skin', 'extremely', 'oily', 'wash', 'face', '10', 'minute', 'later', 'recommend', 'manufacturer', 'felt', 'much', 'cleaner', 'remove', 'rest', 'makeup', 'face', 'even', 'dead', 'skin', 'could', 'feel', 'cleaning', 'impressive', '’', 'part', 'skincare', 'routine']",Positive,Positive,love quality product first time use found strange skin extremely oily wash face 10 minute later recommend manufacturer felt much cleaner remove rest makeup face even dead skin could feel cleaning impressive ’ part skincare routine,2,,
247457,5,2023-03-08,I’ve used this for 2 years. It’s a perfect first cleanser in your double cleanse.,Mini Oat Cleansing Balm,The INKEY List,Positive,"['’', 'use', '2', 'year', '’', 'perfect', 'first', 'cleanser', 'double', 'cleanse']",Neutral,Positive,’ use 2 year ’ perfect first cleanser double cleanse,2,,
247458,5,2023-03-07,"I love this cleaning balm, my face feels so fresh, I was surprised that it was so affordable as well.",Mini Oat Cleansing Balm,The INKEY List,Positive,"['love', 'cleaning', 'balm', 'face', 'feel', 'fresh', 'surprised', 'affordable', 'well']",Positive,Positive,love cleaning balm face feel fresh surprised affordable well,2,,
247459,3,2023-03-07,"I really liked this for exfoliation. It is a little rough on skin so if you have sensitive skin, I would not use this product to take off your make up, especially your eye make up. I used a cleansing oil for make up removal and used this product for my 2nd cleanser. I did receive this product from Influenster for my honest review.",Mini Oat Cleansing Balm,The INKEY List,Neutral,"['really', 'like', 'exfoliation', 'little', 'rough', 'skin', 'sensitive', 'skin', 'would', 'use', 'product', 'take', 'make', 'especially', 'eye', 'make', 'use', 'cleanse', 'oil', 'make', 'removal', 'use', 'product', '2nd', 'cleanser', 'receive', 'product', 'influenster', 'honest', 'review']",Neutral,Positive,really like exfoliation little rough skin sensitive skin would use product take make especially eye make use cleanse oil make removal use product 2nd cleanser receive product influenster honest review,2,,
